,AAPL,TSLA,NVDA,IBM
2019-06-10,192.58,212.88,148.43,134.74
2019-06-07,190.15,204.5,145.5,133.31
2019-06-06,185.22,205.95,143.78,132.22
2019-06-05,182.54,196.59,141.28,131.49
2019-06-04,179.64,193.6,143.0,132.69
2019-06-03,173.3,178.97,133.78,128.27
2019-05-31,175.07,185.16,135.46,126.99
2019-05-30,178.3,188.22,139.11,129.57
2019-05-29,177.38,189.86,140.34,129.69
2019-05-28,178.23,188.7,143.33,130.46
2019-05-24,178.97,190.63,145.15,132.28
2019-05-23,179.66,195.49,147.32,132.39
2019-05-22,182.78,192.73,152.2,136.35
2019-05-21,186.6,205.08,155.06,136.45
2019-05-20,183.09,205.36,151.75,135.12
2019-05-17,189.0,211.03,156.53,134.32
2019-05-16,190.08,228.33,160.19,135.88
2019-05-15,190.92,231.95,159.58,134.4
2019-05-14,188.66,232.31,162.04,133.31
2019-05-13,185.72,227.01,158.45,131.42
2019-05-10,197.18,239.52,168.82,135.32
2019-05-09,200.72,241.98,170.19,135.34
2019-05-08,202.9,244.84,173.92,138.0
2019-05-07,202.86,247.06,173.11,137.64
2019-05-06,208.48,255.34,179.85,140.38
2019-05-03,211.75,255.03,183.01,140.25
2019-05-02,209.15,244.1,183.19,139.59
2019-05-01,210.52,234.01,180.47,140.56
2019-04-30,200.67,238.69,181.0,140.27
2019-04-29,204.61,241.47,179.33,139.05
2019-04-26,204.3,235.14,178.09,139.44
2019-04-25,205.28,247.63,186.91,138.63
2019-04-24,207.16,258.66,191.17,139.95
2019-04-23,207.48,263.9,190.67,140.44
2019-04-22,204.53,262.75,188.47,138.89
2019-04-18,203.86,273.26,186.3,140.33
2019-04-17,203.13,271.23,187.29,139.11
2019-04-16,199.25,273.36,188.21,145.14
2019-04-15,199.23,266.38,184.7,143.9
2019-04-12,198.87,267.7,190.01,144.35
2019-04-11,198.95,268.42,191.54,143.78
2019-04-10,200.62,276.06,192.1,143.02
2019-04-09,199.5,272.31,189.26,142.11
2019-04-08,200.1,273.2,191.79,143.39
2019-04-05,197.0,274.96,190.95,143.28
2019-04-04,195.69,267.78,188.26,142.78
2019-04-03,195.35,291.81,188.62,143.63
2019-04-02,194.02,285.88,183.0,143.0
2019-04-01,191.24,289.18,182.28,143.3
2019-03-29,189.95,279.86,179.56,141.1
2019-03-28,188.72,278.62,177.25,139.92
2019-03-27,188.47,274.83,176.5,139.24
2019-03-26,186.79,267.77,176.87,140.22
2019-03-25,188.74,260.42,173.78,139.18
2019-03-22,191.05,264.53,177.5,139.45
2019-03-21,195.09,274.02,183.94,141.44
2019-03-20,188.16,273.6,174.4,139.6
2019-03-19,186.53,267.47,175.71,140.49
2019-03-18,188.02,269.49,168.95,140.21
2019-03-15,186.12,275.43,169.81,139.43
2019-03-14,183.73,289.96,165.56,138.79
2019-03-13,181.71,288.96,168.62,138.56
2019-03-12,180.91,283.36,162.52,138.28
2019-03-11,178.9,290.92,161.14,137.71
2019-03-08,172.91,284.14,150.64,135.09
2019-03-07,172.5,276.59,149.26,135.36
2019-03-06,174.52,276.24,152.05,136.98
2019-03-05,175.53,276.54,156.52,137.88
2019-03-04,175.85,285.36,156.78,138.43
2019-03-01,174.97,294.79,156.45,139.2
2019-02-28,173.15,319.88,154.26,138.13
2019-02-27,174.87,314.74,155.41,139.17
2019-02-26,174.33,297.86,157.1,139.72
2019-02-25,174.23,298.77,158.69,139.46
2019-02-22,172.97,294.71,159.19,139.25
2019-02-21,171.06,291.23,155.77,137.84
2019-02-20,172.03,302.56,158.55,138.0
2019-02-19,170.93,305.64,156.64,138.7
2019-02-15,170.42,307.88,157.34,138.03
2019-02-14,170.8,303.77,154.53,136.48
2019-02-13,170.18,308.17,152.88,137.52
2019-02-12,170.89,311.81,151.17,136.05
2019-02-11,169.43,312.84,146.45,133.99
2019-02-08,170.41,305.8,148.17,133.71
2019-02-07,170.94,307.51,147.42,133.19
2019-02-06,174.24,317.22,153.0,136.32
2019-02-05,174.18,321.35,149.95,135.55
2019-02-04,171.25,312.89,149.18,135.19
2019-02-01,166.52,312.21,144.73,134.1
2019-01-31,166.44,307.02,143.75,134.42
2019-01-30,165.25,308.77,137.39,134.38
2019-01-29,154.68,297.46,131.6,134.33
2019-01-28,156.3,296.38,138.01,134.27
2019-01-25,157.76,297.04,160.15,133.97
2019-01-24,152.7,291.51,157.84,132.53
2019-01-23,153.92,287.59,149.29,132.89
2019-01-22,153.3,298.92,148.77,122.52
2019-01-18,156.82,302.26,156.93,123.82
2019-01-17,155.86,347.31,151.72,122.19
2019-01-16,154.94,346.05,148.84,121.62
2019-01-15,153.07,344.43,149.87,121.73
2019-01-14,150.0,334.4,150.44,120.39
2019-01-11,152.29,347.26,148.83,121.46
2019-01-10,153.8,344.97,145.23,121.79
2019-01-09,153.31,338.53,142.58,120.69
2019-01-08,150.75,335.35,139.83,119.83
2019-01-07,147.93,334.96,143.4,118.15
2019-01-04,148.26,317.69,136.19,117.32
2019-01-03,142.19,300.36,127.99,112.91
2019-01-02,157.92,310.12,136.22,115.21
2018-12-31,157.74,332.8,133.5,113.67
2018-12-28,156.23,333.87,133.65,113.03
2018-12-27,156.15,316.13,131.17,113.78
2018-12-26,157.17,326.09,133.1,111.39
2018-12-24,146.83,295.39,127.08,107.57
2018-12-21,150.73,319.77,129.57,110.94
2018-12-20,156.83,315.38,135.1,113.02
2018-12-19,160.89,332.97,138.51,116.43
2018-12-18,166.07,337.03,146.94,116.65
2018-12-17,163.94,348.42,143.58,116.1
2018-12-14,165.48,365.71,146.45,119.9
2018-12-13,170.95,376.79,148.89,120.73
2018-12-12,169.1,366.6,148.9,121.16
2018-12-11,168.63,366.76,148.19,120.89
2018-12-10,169.6,365.15,151.86,121.13
2018-12-07,168.49,357.97,147.61,119.34
2018-12-06,174.72,363.06,158.29,123.91
2018-12-04,176.69,359.7,157.11,121.6
2018-12-03,184.82,358.49,170.04,125.31
2018-11-30,178.58,350.48,163.43,124.27
2018-11-29,179.55,341.17,157.36,121.48
2018-11-28,180.94,347.87,160.07,123.0
2018-11-27,174.24,343.92,153.73,120.03
2018-11-26,174.62,346.0,153.05,119.56
2018-11-23,172.29,325.83,145.0,117.19
2018-11-21,176.78,338.19,144.71,118.57
2018-11-20,176.98,347.49,149.08,117.2
2018-11-19,185.86,353.47,144.7,120.31
2018-11-16,193.53,354.31,164.43,121.57
2018-11-15,191.41,348.44,202.39,121.44
2018-11-14,186.8,344.0,197.19,120.2
2018-11-13,192.23,338.73,199.31,120.84
2018-11-12,194.17,331.28,189.54,120.9
2018-11-09,204.47,350.51,205.67,123.54
2018-11-08,208.49,351.4,205.99,123.38
2018-11-07,209.95,348.16,213.79,124.84
2018-11-06,203.77,341.06,211.06,123.12
2018-11-05,201.59,341.4,211.77,120.06
2018-11-02,207.48,346.41,214.92,115.67
2018-11-01,222.22,344.28,218.11,116.83
2018-10-31,218.86,337.32,210.83,115.43
2018-10-30,213.3,329.9,203.0,115.4
2018-10-29,212.24,334.85,185.62,119.64
2018-10-26,216.3,330.9,198.29,124.79
2018-10-25,219.8,314.86,207.84,126.45
2018-10-24,215.09,288.5,199.41,127.21
2018-10-23,222.73,294.14,221.06,131.21
2018-10-22,220.65,260.95,231.22,130.02
2018-10-19,219.31,260.0,229.17,129.1
2018-10-18,216.02,263.91,239.53,130.55
2018-10-17,221.19,271.78,243.06,134.05
2018-10-16,222.15,276.59,245.83,145.12
2018-10-15,217.36,259.59,235.38,141.13
2018-10-12,222.11,258.78,246.54,140.85
2018-10-11,214.45,252.23,235.13,139.02
2018-10-10,216.36,256.88,245.69,142.69
2018-10-09,226.87,262.8,265.54,147.24
2018-10-08,223.77,250.56,265.77,148.39
2018-10-05,224.29,261.95,269.86,149.03
2018-10-04,227.99,281.83,279.29,151.31
2018-10-03,232.07,294.8,286.73,153.22
2018-10-02,229.28,301.02,286.48,153.75
2018-10-01,227.26,310.7,289.36,153.0
2018-09-28,225.74,264.77,281.02,151.21
2018-09-27,224.95,307.52,267.4,151.5
2018-09-26,220.42,309.58,266.92,151.61
2018-09-25,222.19,300.99,268.41,148.91
2018-09-24,220.79,299.68,265.7,150.03
2018-09-21,217.66,299.1,263.45,151.35
2018-09-20,220.03,298.33,266.28,151.15
2018-09-19,218.37,299.02,271.98,149.06
2018-09-18,218.24,284.96,271.02,148.56
2018-09-17,217.88,294.84,273.93,147.94
2018-09-14,223.84,295.2,276.43,148.33
2018-09-13,226.41,289.46,271.34,148.95
2018-09-12,221.07,290.54,268.2,146.57
2018-09-11,223.85,279.44,272.8,146.49
2018-09-10,218.33,285.5,274.73,145.65
2018-09-07,221.3,263.24,271.86,145.45
2018-09-06,223.1,280.95,272.72,146.39
2018-09-05,226.87,280.74,278.42,146.66
2018-09-04,228.36,288.95,283.7,145.68
2018-08-31,227.63,301.66,280.68,146.48
2018-08-30,225.03,303.15,277.81,145.93
2018-08-29,222.98,305.01,278.49,147.54
2018-08-28,219.7,311.86,274.38,146.59
2018-08-27,217.94,319.27,275.9,146.69
2018-08-24,216.16,322.82,272.22,146.04
2018-08-23,215.49,320.1,266.84,145.37
2018-08-22,215.05,321.64,262.82,145.24
2018-08-21,215.04,321.9,253.32,145.97
2018-08-20,215.46,308.44,247.84,146.51
2018-08-17,217.58,305.5,244.82,146.06
2018-08-16,213.32,335.45,257.44,145.34
2018-08-15,210.24,338.69,259.08,143.91
2018-08-14,209.75,347.64,261.43,143.36
2018-08-13,208.87,356.41,256.12,142.71
2018-08-10,207.53,355.49,254.79,144.48
2018-08-09,208.88,352.45,256.46,144.77
2018-08-08,207.25,370.34,258.42,146.89
2018-08-07,207.11,379.57,256.95,147.01
2018-08-06,209.07,341.99,254.03,146.03
2018-08-03,207.99,348.17,252.1,147.7
2018-08-02,207.39,349.54,250.62,142.96
2018-08-01,201.5,300.84,246.47,143.5
2018-07-31,190.29,298.14,244.86,144.93
2018-07-30,189.91,290.17,244.13,145.49
2018-07-27,190.98,297.18,252.02,145.15
2018-07-26,194.21,306.65,254.84,146.71
2018-07-25,194.82,308.74,251.87,146.62
2018-07-24,193.0,297.43,248.71,146.38
2018-07-23,191.61,303.2,249.41,145.7
2018-07-20,191.44,313.58,250.89,146.35
2018-07-19,191.88,320.23,252.03,149.24
2018-07-18,190.4,323.85,251.7,144.52
2018-07-17,191.45,322.69,253.69,143.49
2018-07-16,190.91,310.1,248.2,145.46
2018-07-13,191.33,318.87,249.32,145.9
2018-07-12,191.03,316.71,251.23,146.45
2018-07-11,187.88,318.96,247.53,144.94
2018-07-10,190.35,322.47,253.25,144.71
2018-07-09,190.58,318.51,249.25,144.39
2018-07-06,187.97,308.9,247.33,142.48
2018-07-05,185.4,309.16,242.73,141.43
2018-07-03,183.92,310.86,236.84,139.57
2018-07-02,187.18,335.07,242.24,139.86
2018-06-29,185.11,342.95,236.9,139.7
2018-06-28,185.5,349.93,240.86,140.04
2018-06-27,184.16,344.5,235.72,137.48
2018-06-26,184.43,342.0,241.99,139.08
2018-06-25,182.17,333.01,239.12,138.79
2018-06-22,184.92,333.63,250.95,141.28
2018-06-21,185.46,347.51,257.11,141.25
2018-06-20,186.5,362.22,262.31,142.63
2018-06-19,185.69,352.55,260.17,143.9
2018-06-18,188.74,370.83,265.09,144.48
2018-06-15,188.84,358.17,265.26,145.39
2018-06-14,190.8,357.72,266.91,145.2
2018-06-13,190.7,344.78,262.4,146.35
2018-06-12,192.28,342.77,262.58,146.87
2018-06-11,191.23,332.1,260.62,146.58
2018-06-08,191.7,317.66,262.28,146.14
2018-06-07,193.46,316.09,262.9,145.36
2018-06-06,193.98,319.5,265.15,144.71
2018-06-05,193.31,291.13,265.07,143.7
2018-06-04,191.83,296.74,264.85,143.04
2018-06-01,190.24,291.82,257.62,141.95
2018-05-31,186.87,284.73,252.19,141.31
2018-05-30,187.5,291.72,252.99,142.62
2018-05-29,187.9,283.76,248.59,141.22
2018-05-25,188.58,278.85,249.28,143.64
2018-05-24,188.15,277.85,247.69,144.07
2018-05-23,188.36,279.07,247.54,144.67
2018-05-22,187.16,275.01,242.7,145.09
2018-05-21,187.63,284.49,244.24,145.49
2018-05-18,186.31,276.82,245.94,144.08
2018-05-17,186.99,284.54,247.71,144.5
2018-05-16,188.18,286.48,246.01,144.63
2018-05-15,186.44,284.18,245.56,143.74
2018-05-14,188.15,291.97,255.36,144.3
2018-05-11,188.59,301.06,254.53,144.14
2018-05-10,190.04,305.02,260.13,144.24
2018-05-09,187.36,306.85,255.78,142.61
2018-05-08,186.05,301.97,250.4,143.0
2018-05-07,185.16,302.77,248.68,143.22
2018-05-04,183.83,294.09,239.06,143.91
2018-05-03,176.89,284.45,232.99,141.99
2018-05-02,176.57,301.15,226.31,142.45
2018-05-01,169.1,299.92,227.14,145.0
2018-04-30,165.26,293.9,224.9,144.96
2018-04-27,162.32,294.08,226.33,146.48
2018-04-26,164.22,285.48,225.22,146.72
2018-04-25,163.65,280.69,216.66,145.94
2018-04-24,162.94,283.46,221.2,145.56
2018-04-23,165.24,283.37,223.88,145.86
2018-04-20,165.72,290.24,228.71,144.9
2018-04-19,172.8,300.08,229.04,147.7
2018-04-18,177.84,293.35,236.37,148.79
2018-04-17,178.24,287.69,237.54,160.91
2018-04-16,175.82,291.21,231.49,157.89
2018-04-13,174.73,300.34,231.5,156.71
2018-04-12,174.14,294.08,234.6,158.07
2018-04-11,172.44,300.93,226.24,155.36
2018-04-10,173.25,304.7,227.91,155.39
2018-04-09,170.05,289.66,215.41,152.69
2018-04-06,168.38,299.3,214.25,150.57
2018-04-05,172.8,305.72,221.38,154.03
2018-04-04,171.61,286.94,226.24,154.12
2018-04-03,168.39,267.53,225.35,149.85
2018-04-02,166.68,252.48,221.05,150.07
2018-03-29,167.78,266.13,231.59,153.43
2018-03-28,166.48,257.78,221.35,152.52
2018-03-27,168.34,279.18,225.52,151.91
2018-03-26,172.77,304.18,244.48,153.37
2018-03-23,164.94,301.54,232.97,148.89
2018-03-22,168.85,309.1,241.85,152.09
2018-03-21,171.27,316.53,248.56,156.69
2018-03-20,175.24,310.55,249.58,156.2
2018-03-19,175.3,313.56,241.0,157.35
2018-03-16,178.02,321.35,250.48,160.26
2018-03-15,178.65,325.6,249.34,159.61
2018-03-14,178.44,326.63,248.74,158.12
2018-03-13,179.97,341.84,247.71,159.32
2018-03-12,181.72,345.51,249.76,160.26
2018-03-09,179.98,327.17,245.33,159.31
2018-03-08,176.94,329.1,241.18,156.21
2018-03-07,175.03,332.3,241.84,158.32
2018-03-06,176.67,328.2,242.16,155.72
2018-03-05,176.82,333.35,235.65,156.95
2018-03-02,176.21,335.12,236.54,154.49
2018-03-01,175.0,330.93,232.21,153.81
2018-02-28,178.12,343.06,242.0,155.83
2018-02-27,178.39,350.99,246.06,156.55
2018-02-26,178.97,357.42,246.58,158.58
2018-02-23,175.5,352.05,245.93,155.52
2018-02-22,172.5,346.17,242.15,153.18
2018-02-21,171.07,333.3,241.51,153.96
2018-02-20,171.85,334.77,249.08,155.16
2018-02-16,172.43,335.49,243.84,156.18
2018-02-15,172.99,334.07,246.5,156.01
2018-02-14,167.37,322.31,241.42,154.76
2018-02-13,164.34,323.66,232.63,150.75
2018-02-12,162.71,315.73,228.03,151.4
2018-02-09,156.41,310.42,232.08,149.51
2018-02-08,155.15,315.23,217.52,147.59
2018-02-07,159.54,345.0,228.8,153.85
2018-02-06,163.03,333.97,225.58,155.34
2018-02-05,156.49,333.13,213.7,152.53
2018-02-02,160.5,343.75,233.52,159.03
2018-02-01,167.78,349.25,240.5,162.4
2018-01-31,167.43,354.31,245.8,163.7
2018-01-30,166.97,345.82,242.72,163.62
2018-01-29,167.96,349.53,246.85,166.8
2018-01-26,171.51,342.85,243.33,167.34
2018-01-25,171.11,337.64,236.35,165.47
2018-01-24,174.22,345.89,235.8,165.37
2018-01-23,177.04,352.79,238.91,166.25
2018-01-22,177.0,351.56,233.69,162.6
2018-01-19,178.46,350.02,230.11,162.37
2018-01-18,179.26,344.57,224.44,169.12
2018-01-17,179.1,347.16,224.72,168.65
2018-01-16,176.19,340.06,220.11,163.85
2018-01-12,177.09,336.22,222.98,163.14
2018-01-11,175.28,337.95,224.08,164.2
2018-01-10,174.29,334.8,223.68,164.18
2018-01-09,174.33,333.69,221.94,163.83
2018-01-08,174.35,336.41,222.0,163.47
2018-01-05,175.0,316.58,215.4,162.49
2018-01-04,173.03,314.62,213.59,161.7
2018-01-03,172.23,317.25,212.47,158.49
2018-01-02,172.26,320.53,199.35,154.25
2017-12-29,169.23,311.35,193.5,153.42
2017-12-28,171.08,315.36,197.4,154.04
2017-12-27,170.6,311.64,197.17,153.13
2017-12-26,170.57,317.29,197.44,152.83
2017-12-22,175.01,325.2,195.27,152.5
2017-12-21,175.01,331.66,195.89,151.5
2017-12-20,174.35,328.98,196.8,152.95
2017-12-19,174.54,331.1,196.11,153.23
2017-12-18,176.42,338.87,197.9,153.33
2017-12-15,173.97,343.45,191.56,152.5
2017-12-14,172.22,337.89,186.47,154.0
2017-12-13,172.27,339.03,186.18,153.91
2017-12-12,171.7,341.03,190.84,156.74
2017-12-11,172.67,328.91,194.66,155.41
2017-12-08,169.37,315.13,191.49,154.81
2017-12-07,169.32,311.24,191.99,153.57
2017-12-06,169.01,313.26,189.26,154.1
2017-12-05,169.64,303.7,187.74,155.35
2017-12-04,169.8,305.2,186.66,156.46
2017-12-01,171.05,306.53,197.68,154.76
2017-11-30,171.85,308.85,200.71,153.97
2017-11-29,169.48,307.54,196.42,153.55
2017-11-28,173.07,317.55,210.71,152.47
2017-11-27,174.09,316.81,214.14,151.98
2017-11-24,174.97,315.55,216.96,151.84
2017-11-22,174.96,312.6,214.93,151.77
2017-11-21,173.14,317.81,216.05,151.95
2017-11-20,169.98,308.74,214.08,150.51
2017-11-17,170.15,315.05,211.36,148.97
2017-11-16,171.1,312.5,211.61,149.12
2017-11-15,169.08,311.3,209.98,147.1
2017-11-14,171.34,308.7,214.18,148.89
2017-11-13,173.97,315.4,212.63,148.4
2017-11-10,174.67,302.99,216.14,149.16
2017-11-09,175.88,302.99,205.32,150.3
2017-11-08,176.24,304.39,209.16,151.57
2017-11-07,174.81,306.05,212.03,151.35
2017-11-06,174.25,302.78,209.63,150.84
2017-11-03,172.5,306.09,208.69,151.58
2017-11-02,168.11,299.26,205.94,153.35
2017-11-01,166.89,321.08,207.2,154.03
2017-10-31,169.04,331.53,206.81,154.06
2017-10-30,166.72,320.08,203.84,154.36
2017-10-27,163.05,320.87,201.86,153.68
2017-10-26,157.41,326.17,195.69,153.6
2017-10-25,156.41,325.84,193.66,153.495
2017-10-24,157.1,337.34,198.68,155.88
2017-10-23,156.17,337.02,196.62,159.55
2017-10-20,156.25,345.1,196.9,162.07
2017-10-19,155.98,351.81,197.8,160.9
2017-10-18,159.76,359.65,197.58,159.53
2017-10-17,160.47,355.75,197.75,146.54
2017-10-16,159.88,350.6,197.93,146.83
2017-10-13,156.99,355.57,194.59,147.1
2017-10-12,156.0,355.68,191.03,147.03
2017-10-11,156.55,354.6,190.94,147.62
2017-10-10,155.9,355.59,188.93,148.5
2017-10-09,155.84,342.94,185.39,147.39
2017-10-06,155.3,356.88,181.3,146.48
2017-10-05,155.39,355.33,180.77,146.72
2017-10-04,153.48,355.01,180.87,146.48
2017-10-03,154.48,348.14,179.37,146.78
2017-10-02,153.81,341.53,179.0,146.66
2017-09-29,154.12,341.1,178.77,145.08
2017-09-28,153.28,339.6,175.68,145.66
2017-09-27,154.23,340.97,175.73,145.66
2017-09-26,153.14,345.25,171.96,146.56
2017-09-25,150.55,344.99,171.0,145.87
2017-09-22,151.89,351.09,179.0,145.13
2017-09-21,153.39,366.48,180.76,145.26
2017-09-20,156.07,373.91,185.84,145.88
2017-09-19,158.73,375.1,187.35,144.39
2017-09-18,158.67,385.0,187.55,144.55
2017-09-15,159.88,379.81,180.11,144.82
2017-09-14,158.28,377.64,169.4,145.54
2017-09-13,159.65,366.23,170.37,145.99
2017-09-12,160.86,362.75,169.61,145.76
2017-09-11,161.5,363.69,169.0,144.86
2017-09-08,158.63,343.4,163.69,142.45
2017-09-07,161.26,350.61,166.58,142.9
2017-09-06,161.91,344.53,165.81,143.82
2017-09-05,162.08,349.59,165.91,143.04
2017-09-01,164.05,355.4,170.46,144.08
2017-08-31,164.0,355.9,169.44,143.03
2017-08-30,163.35,353.18,165.68,142.56
2017-08-29,162.91,347.36,164.7,143.14
2017-08-28,161.47,345.66,164.97,142.51
2017-08-25,159.86,348.05,163.81,143.74
2017-08-24,159.27,352.93,165.19,142.94
2017-08-23,159.98,352.77,165.8,142.14
2017-08-22,159.78,341.35,162.55,141.01
2017-08-21,157.21,337.86,159.15,140.33
2017-08-18,157.5,347.46,161.5,139.7
2017-08-17,157.86,351.92,161.47,140.7
2017-08-16,160.95,362.91,165.15,142.5
2017-08-15,161.6,362.33,166.98,142.07
2017-08-14,159.85,363.8,168.4,142.32
2017-08-11,157.48,357.715,155.96,141.84
2017-08-10,155.32,355.4,164.74,141.84
2017-08-09,161.06,363.53,172.11,141.77
2017-08-08,160.08,365.22,170.3,142.11
2017-08-07,158.81,355.17,172.35,143.47
2017-08-04,156.39,356.91,167.21,145.16
2017-08-03,155.57,347.09,166.48,144.94
2017-08-02,157.14,325.89,164.39,144.45
2017-08-01,150.05,319.57,164.49,145.3
2017-07-31,148.73,323.47,162.51,144.67
2017-07-28,149.5,335.07,164.39,144.29
2017-07-27,150.56,334.46,161.74,145.07
2017-07-26,153.46,343.85,167.26,145.36
2017-07-25,152.74,339.6,165.35,146.19
2017-07-24,152.09,342.52,166.15,145.99
2017-07-21,150.27,328.4,168.1,147.08
2017-07-20,150.34,329.92,167.5,147.66
2017-07-19,151.02,325.26,165.1,147.53
2017-07-18,150.08,328.24,165.96,154.0
2017-07-17,149.56,319.57,164.25,153.01
2017-07-14,149.04,327.78,164.95,154.24
2017-07-13,147.77,323.41,160.63,153.63
2017-07-12,145.74,329.52,162.51,153.7
2017-07-11,145.53,327.22,155.88,153.19
2017-07-10,145.06,316.05,153.7,153.42
2017-07-07,144.18,313.22,146.76,152.94
2017-07-06,142.73,308.83,143.48,152.36
2017-07-05,144.09,327.09,143.05,153.67
2017-07-03,143.5,352.62,139.33,155.58
2017-06-30,144.02,361.61,144.56,153.83
2017-06-29,143.68,360.75,146.68,154.13
2017-06-28,145.83,371.24,151.75,155.32
2017-06-27,143.73,362.37,146.58,154.75
2017-06-26,145.82,377.49,152.15,155.23
2017-06-23,146.28,383.45,153.83,154.11
2017-06-22,145.63,382.61,158.37,154.4
2017-06-21,145.87,376.4,159.47,153.79
2017-06-20,145.01,372.24,157.09,154.95
2017-06-19,146.34,369.8,157.32,154.84
2017-06-16,142.27,371.4,151.62,155.38
2017-06-15,144.29,375.34,152.37,154.22
2017-06-14,145.16,380.66,151.72,153.81
2017-06-13,146.59,375.95,151.4,154.25
2017-06-12,145.42,359.01,149.97,155.18
2017-06-09,148.98,357.32,149.6,154.1
2017-06-08,154.99,370.0,159.94,152.1
2017-06-07,155.37,359.65,149.12,150.98
2017-06-06,154.45,352.85,147.34,152.37
2017-06-05,153.93,347.32,148.01,152.41
2017-06-02,155.45,339.85,143.64,152.05
2017-06-01,153.18,340.37,144.36,152.67
2017-05-31,152.76,341.01,144.35,152.63
2017-05-30,153.67,335.1,144.87,151.73
2017-05-26,153.61,325.14,141.84,152.49
2017-05-25,153.87,316.83,138.26,153.2
2017-05-24,153.34,310.22,138.57,152.51
2017-05-23,153.8,303.86,137.03,152.03
2017-05-22,153.99,310.35,138.9,152.64
2017-05-19,153.06,310.83,136.0,151.98
2017-05-18,152.54,313.06,133.07,150.78
2017-05-17,150.25,306.11,127.72,150.93
2017-05-16,155.47,317.01,136.81,153.68
2017-05-15,155.7,315.88,134.31,151.51
2017-05-12,156.1,324.81,127.89,150.37
2017-05-11,153.95,323.1,126.5,150.65
2017-05-10,153.26,325.22,121.29,151.25
2017-05-09,153.99,321.26,102.94,152.11
2017-05-08,153.01,307.19,102.77,153.03
2017-05-05,148.96,308.35,103.86,155.05
2017-05-04,146.53,295.46,103.85,159.05
2017-05-03,147.06,311.02,104.25,158.63
2017-05-02,147.51,318.89,103.48,159.1
2017-05-01,146.58,322.83,106.64,158.84
2017-04-28,143.65,314.07,104.3,160.29
2017-04-27,143.79,308.63,105.64,160.32
2017-04-26,143.68,310.17,104.02,160.06
2017-04-25,144.53,313.79,104.74,160.39
2017-04-24,143.64,308.03,102.95,160.75
2017-04-21,142.27,305.6,101.68,160.38
2017-04-20,142.44,302.51,101.26,162.3
2017-04-19,140.68,305.52,99.68,161.69
2017-04-18,141.2,300.25,99.29,170.05
2017-04-17,141.83,301.44,99.23,171.1
2017-04-13,141.05,304.0,95.49,169.53
2017-04-12,141.8,296.84,97.31,170.66
2017-04-11,141.63,308.71,98.12,170.58
2017-04-10,143.17,312.39,97.77,171.2
2017-04-07,143.34,302.54,100.33,172.14
2017-04-06,143.66,298.7,100.76,172.45
2017-04-05,144.02,295.0,100.03,172.88
2017-04-04,144.77,303.7,100.78,174.52
2017-04-03,143.7,298.52,108.38,174.5
2017-03-31,143.66,278.3,108.93,174.14
2017-03-30,143.93,277.92,109.4,173.86
2017-03-29,144.12,277.38,107.34,173.94
2017-03-28,143.8,277.45,107.69,174.51
2017-03-27,140.88,270.22,108.25,173.77
2017-03-24,140.64,263.16,107.47,173.83
2017-03-23,140.92,254.78,107.09,174.82
2017-03-22,141.42,255.01,108.07,174.78
2017-03-21,139.84,250.68,105.91,173.88
2017-03-20,141.46,261.92,109.45,175.7
2017-03-17,139.99,261.5,106.07,175.65
2017-03-16,140.69,262.05,103.81,177.24
2017-03-15,140.46,255.73,102.55,175.81
2017-03-14,138.99,258.0,101.78,175.72
